,COP,AXP,RTN,BA,AAPL,PEP,NAV,GSK,MSFT,KMB,R,SAP,GS,CL,WAG,WMT,GE,SNE,PFE,AMZN,MAR,NVS,KO,MMM,CMCSA,SNY,IBM,CVX,WFC,DD,CVS,TOT,CAT,CAJ,BAC,AIG,TWX,HD,TXN,KFT,VLO,F,CVC,TM,PG,LMT,K,HMC,GD,HPQ,DELL,MTU,XRX,YHOO,XOM,JPM,MCD,CSCO,NOC,UN
2010-12-31,68.1,42.92,46.34,65.26,322.56,65.33,57.91,39.22,27.91,63.04,52.64,50.61,168.16,80.37,38.96,53.93,18.29,35.71,17.51,180.0,41.54,58.95,65.77,86.3,21.97,32.23,146.76,91.25,30.99,49.88,34.77,53.48,93.66,51.34,13.34,57.62,32.17,35.06,32.5,31.51,23.12,16.79,33.84,78.63,64.33,69.91,51.08,39.5,70.96,42.1,13.55,5.41,11.52,16.63,73.12,42.42,76.76,20.23,64.78,31.4
2011-01-03,68.24,43.4,46.09,66.4,329.57,65.75,57.17,39.25,27.98,62.63,52.57,51.25,173.05,79.79,39.32,54.56,18.28,36.38,17.68,184.22,41.99,59.24,65.22,86.79,22.37,32.82,147.48,91.94,31.58,50.03,35.05,54.27,94.15,52.26,14.19,58.05,32.39,35.31,32.73,31.67,23.75,17.25,33.91,79.43,64.77,69.87,50.88,40.02,69.97,42.74,13.69,5.48,11.71,16.75,74.55,43.58,76.6,20.49,65.15,31.72
2011-01-04,67.88,43.95,46.99,66.94,331.29,65.41,56.49,39.86,28.09,62.9,51.95,51.08,173.08,79.68,39.65,54.77,18.61,36.16,17.99,185.01,41.16,58.4,63.87,86.67,22.44,33.1,147.64,91.6,31.65,49.89,35.02,54.89,93.71,51.84,14.24,56.78,32.96,34.67,32.67,31.6,23.19,17.38,34.5,79.86,64.95,70.31,51.29,39.6,70.29,43.63,13.69,5.43,11.4,16.59,74.9,44.16,74.31,20.52,65.36,31.54
2011-01-05,67.55,45.04,47.7,67.48,334.0,66.59,58.09,38.94,28.0,63.11,51.98,50.34,174.0,79.18,40.2,54.41,18.64,36.21,18.11,187.42,41.57,57.73,63.49,86.67,22.74,32.89,147.05,91.44,32.37,50.22,35.39,54.54,94.52,51.47,14.5,60.95,33.17,34.56,32.8,31.53,23.76,17.89,35.18,80.2,64.8,71.92,51.07,39.19,70.61,44.2,13.87,5.3,11.46,16.91,74.7,44.7,74.66,20.77,65.7,31.06
2011-01-06,66.97,44.73,48.72,68.8,333.73,66.84,58.52,39.05,28.82,63.02,52.15,49.74,172.21,78.71,40.32,53.96,18.56,36.01,18.18,185.86,40.87,58.04,63.03,86.14,22.76,32.73,148.66,90.69,32.15,49.98,35.03,54.16,93.54,51.25,14.44,60.45,33.27,34.42,33.25,31.27,23.78,18.22,34.82,81.54,64.69,73.18,50.92,38.96,71.39,44.88,14.26,5.34,11.46,17.06,75.18,44.48,74.21,20.95,67.2,30.51
2011-01-07,67.11,44.36,49.85,69.38,336.12,66.39,59.6,38.77,28.6,62.99,51.91,49.35,170.69,78.33,40.08,54.08,18.43,36.04,18.34,185.49,40.81,57.05,62.92,86.23,22.7,32.22,147.93,91.19,31.5,49.76,35.05,53.54,93.73,50.55,14.25,61.18,33.3,34.38,33.22,31.19,23.83,18.27,34.64,82.46,64.5,73.63,51.0,39.11,72.01,45.09,13.98,5.31,11.3,16.9,75.59,43.64,74.37,20.97,68.06,30.15
2011-01-10,66.88,44.46,49.64,69.09,342.45,66.05,60.5,38.77,28.22,62.91,52.45,48.76,169.76,77.89,40.95,53.73,18.51,36.16,18.26,184.68,40.53,56.8,63.06,87.15,22.72,31.87,147.64,90.41,31.2,49.03,35.18,53.0,93.39,50.48,14.4,57.39,33.28,34.39,33.38,31.21,23.73,18.31,34.05,82.77,64.36,73.59,51.05,39.11,71.18,44.86,14.01,5.32,11.41,16.6,75.13,43.4,73.56,20.79,66.93,30.01
2011-01-11,68.17,45.04,49.22,68.96,341.64,66.33,61.98,38.6,28.11,62.78,51.55,50.28,169.36,78.21,40.83,54.29,18.63,36.36,18.22,184.34,40.74,57.0,62.69,87.74,22.6,32.11,147.28,91.83,31.4,48.97,35.33,53.32,93.95,50.3,14.69,59.04,33.47,34.86,33.5,31.29,24.16,18.28,33.83,83.38,64.04,73.65,50.92,39.37,71.25,45.43,14.08,5.33,11.48,16.58,75.69,43.6,73.9,20.88,66.42,30.09
2011-01-12,68.69,45.0,49.35,70.15,344.42,66.73,62.88,39.03,28.55,63.87,51.78,51.18,171.67,78.41,41.2,54.85,18.67,36.4,18.37,184.08,40.82,57.69,63.04,88.66,22.53,33.71,149.1,92.45,32.01,49.1,34.81,55.0,93.49,50.51,14.99,58.4,33.69,34.83,33.66,31.5,24.56,18.71,33.76,84.44,64.97,74.24,51.11,40.11,71.16,45.64,14.39,5.55,11.53,16.65,76.58,44.71,73.6,21.12,66.92,30.33
2011-01-13,67.26,45.06,49.52,69.83,345.68,66.91,62.8,38.88,28.19,63.6,51.51,54.58,171.57,78.31,41.64,54.79,18.6,35.62,18.22,185.53,41.13,57.03,63.4,88.04,22.54,34.43,148.82,92.18,31.89,49.39,34.86,56.03,94.14,50.94,14.77,57.19,33.6,35.27,33.48,31.44,25.04,18.68,33.41,85.39,65.48,73.84,51.5,40.42,71.78,45.65,14.17,5.55,11.32,16.75,76.71,44.45,72.67,21.08,66.52,30.35
2011-01-14,67.72,46.25,50.26,70.07,348.48,66.78,63.1,39.18,28.3,63.64,51.43,53.6,175.0,78.31,41.44,54.81,18.82,35.88,18.34,188.75,41.89,56.82,63.13,88.1,22.72,34.35,150.0,92.83,32.75,49.8,35.08,57.11,94.01,51.48,15.25,54.0,33.13,35.89,34.04,31.34,24.99,18.65,33.85,85.96,65.53,74.5,51.0,40.74,72.18,46.25,14.05,5.55,11.62,16.81,77.84,44.91,74.06,21.21,67.23,30.57
2011-01-18,68.09,46.37,50.88,72.47,340.65,66.57,62.78,38.18,28.66,63.88,50.99,54.41,174.68,78.4,41.97,55.14,18.6,35.87,18.38,191.25,41.41,57.47,63.48,88.14,22.78,34.06,150.65,93.35,32.49,49.7,35.14,57.1,96.23,50.86,15.0,53.17,32.82,36.02,34.85,31.05,25.57,18.7,34.0,85.18,65.5,76.54,51.14,40.26,72.73,46.34,14.1,5.53,11.69,16.5,78.71,44.75,74.68,21.22,69.32,30.5
2011-01-19,67.77,45.24,51.21,71.73,338.84,65.9,60.68,38.01,28.47,64.05,50.53,54.4,166.49,79.0,41.28,55.03,18.33,35.94,18.32,186.87,40.85,57.07,63.42,87.96,23.1,34.1,155.69,92.97,31.81,48.88,34.5,56.95,95.54,50.64,14.37,51.02,32.4,35.63,34.16,31.18,24.78,17.9,33.73,84.0,65.35,77.66,51.05,40.1,72.67,46.32,13.78,5.54,11.54,16.31,78.24,43.71,75.35,20.82,68.93,30.58
2011-01-20,67.21,45.27,52.37,71.12,332.68,65.9,59.67,37.05,28.35,64.54,49.74,54.41,165.69,78.99,41.61,55.99,18.43,35.43,18.24,181.96,40.14,56.25,62.93,88.04,23.26,34.08,155.8,92.71,31.89,48.12,35.31,57.12,93.61,49.8,14.54,43.18,32.37,36.49,33.91,31.23,24.08,17.78,34.15,83.36,65.8,79.32,51.68,40.35,73.45,46.78,13.6,5.47,11.15,16.23,77.75,44.75,75.16,20.77,69.98,30.49
2011-01-21,67.66,46.0,52.15,71.68,326.72,65.87,59.74,37.35,28.02,64.28,49.49,54.44,166.2,79.0,41.69,55.73,19.74,34.22,18.36,177.42,39.81,56.42,62.77,89.29,23.53,34.53,155.5,93.78,32.51,48.35,35.41,58.04,92.75,49.34,14.25,43.0,32.79,36.51,33.91,31.35,24.13,17.95,34.23,82.01,65.91,79.22,51.95,40.24,72.97,47.23,13.47,5.35,11.14,15.97,78.98,45.29,75.01,20.73,69.53,31.14
2011-01-24,68.1,45.79,51.82,72.73,337.45,66.18,59.83,37.85,28.38,63.97,49.63,55.53,166.3,79.84,41.49,56.05,20.04,34.85,18.45,176.85,40.26,57.5,63.25,90.32,23.6,34.78,159.63,94.1,32.7,48.89,34.99,58.79,94.57,49.98,13.92,41.95,32.75,36.65,34.65,31.43,24.41,17.93,34.45,83.5,66.58,78.03,51.85,41.3,72.74,47.55,13.72,5.34,11.23,16.09,78.59,45.02,75.38,21.17,68.91,31.35
2011-01-25,67.48,44.8,52.32,72.24,341.4,65.77,63.09,37.36,28.45,65.61,48.92,55.16,161.98,80.12,41.24,57.26,19.98,35.15,18.47,176.7,39.87,57.8,62.96,88.5,23.34,34.68,161.44,94.08,32.7,49.04,35.16,58.69,94.39,50.06,13.63,41.36,32.52,37.16,33.98,31.18,24.32,17.89,34.44,83.86,66.7,79.07,51.73,41.9,74.17,47.08,13.74,5.49,11.4,16.02,78.68,44.87,75.48,21.54,69.51,30.59
2011-01-26,69.25,44.46,51.6,70.02,343.85,65.86,64.93,37.5,28.78,65.13,49.46,56.46,161.31,80.0,41.29,57.32,19.92,34.93,18.36,175.39,39.65,57.94,62.96,89.57,23.32,35.19,161.04,94.64,32.45,50.32,35.6,59.0,95.75,50.07,13.55,41.61,32.3,37.42,34.32,31.03,25.3,18.37,34.48,82.29,66.11,78.39,51.5,42.34,74.64,46.88,13.77,5.42,10.53,15.57,79.66,44.98,75.17,21.42,68.81,30.41
2011-01-27,69.39,44.54,51.14,70.56,343.21,65.56,64.98,37.46,28.87,65.13,49.42,57.36,164.03,77.39,41.07,57.57,20.28,35.37,18.48,184.45,40.2,56.28,62.7,89.19,23.31,35.25,161.07,94.75,32.5,50.27,35.71,59.5,96.63,50.85,13.67,41.97,32.31,37.98,34.63,30.54,25.37,18.79,34.74,83.53,64.18,79.1,50.85,43.32,76.2,46.74,13.44,5.4,10.79,16.2,79.88,45.1,74.35,21.44,69.22,30.23
2011-01-28,70.56,43.86,49.48,69.23,336.1,64.4,63.52,36.4,27.75,64.73,47.73,57.23,161.77,76.99,40.36,56.7,20.2,34.78,18.15,171.14,38.6,55.92,62.21,87.44,22.84,33.35,159.21,93.37,31.84,50.29,34.8,57.8,95.68,48.78,13.6,40.26,31.72,36.7,34.27,30.53,25.15,16.27,34.05,81.36,64.2,78.2,50.49,42.23,74.13,45.51,13.15,5.2,10.55,15.83,78.99,44.54,73.28,20.93,67.58,29.33
2011-01-31,71.46,43.38,49.99,69.48,339.32,64.31,64.85,36.33,27.73,64.73,48.08,57.9,163.62,76.77,40.44,56.07,20.14,34.34,18.22,169.64,39.49,55.86,62.85,87.92,22.75,34.41,162.0,94.93,32.42,50.68,34.2,58.77,97.01,49.16,13.73,40.35,31.45,36.77,33.91,30.57,25.36,15.95,33.85,82.18,63.13,79.6,50.3,43.54,75.4,45.69,13.16,5.2,10.62,16.12,80.68,44.94,73.67,21.15,69.3,29.63
2011-02-01,71.71,43.6,50.5,70.29,345.03,65.05,63.57,37.39,27.99,64.52,49.49,58.95,165.33,76.71,42.23,56.33,20.8,34.74,19.22,172.11,40.37,56.63,63.05,87.79,23.4,35.43,163.56,96.22,33.44,51.66,34.95,61.03,98.01,49.06,14.31,41.06,32.31,36.99,35.0,30.67,26.06,15.89,34.69,83.29,62.92,80.59,50.2,43.87,76.03,46.52,13.45,5.2,10.88,16.38,83.91,45.93,73.47,21.47,70.27,30.16
2011-02-02,72.11,43.72,50.11,71.0,344.32,64.65,61.31,36.98,27.94,63.98,48.74,59.16,165.05,76.05,41.97,55.86,20.71,34.79,18.96,173.53,40.19,56.6,62.86,87.75,23.07,35.0,163.3,96.48,32.72,51.85,34.65,60.7,99.09,48.87,14.24,41.17,35.1,36.56,35.12,30.56,26.43,15.4,34.56,85.0,62.79,81.07,50.36,43.76,76.08,46.89,13.72,5.36,10.86,16.57,83.41,45.45,73.64,21.62,69.88,30.41
2011-02-03,72.03,43.53,49.91,70.98,343.44,64.18,63.49,38.01,27.65,64.82,50.74,58.49,164.64,75.93,42.31,55.92,20.75,36.46,19.17,173.71,40.03,56.77,62.57,87.95,23.21,34.33,163.53,97.31,32.75,51.93,32.92,59.76,98.93,49.08,14.43,40.58,36.03,36.7,34.99,30.74,26.11,15.76,35.38,84.68,62.9,80.72,52.52,43.54,75.66,47.32,13.8,5.4,10.91,16.69,83.44,45.46,73.83,21.91,69.79,30.14
2011-02-04,71.67,43.82,50.2,71.38,346.5,63.84,63.88,38.01,27.77,65.01,50.39,58.91,164.83,76.24,42.37,56.03,20.56,35.63,19.3,175.93,40.0,56.42,62.56,88.29,23.27,34.4,164.0,97.11,32.76,52.53,32.67,59.25,99.59,48.53,14.29,40.0,35.92,36.8,35.44,31.19,26.53,15.72,36.03,84.75,63.61,80.71,53.42,43.21,75.62,47.43,13.89,5.37,10.85,16.79,83.28,44.59,74.05,22.05,69.57,29.85
2011-02-07,72.29,44.82,51.15,71.93,351.88,63.68,64.75,39.13,28.2,64.94,50.04,59.07,167.13,76.28,42.31,56.07,20.87,34.97,19.04,176.43,39.96,56.61,62.52,88.79,23.54,34.6,164.82,97.66,33.32,53.33,32.93,59.06,100.47,48.07,14.67,42.18,36.11,36.6,35.26,30.87,27.3,16.11,36.07,85.13,64.55,81.52,53.25,42.98,76.44,48.14,13.99,5.45,10.88,16.8,83.93,45.5,73.45,22.03,70.35,29.88
2011-02-08,72.0,45.88,51.56,72.71,355.2,64.17,65.39,38.99,28.28,65.07,49.8,59.38,168.55,78.56,42.78,56.38,21.28,35.24,19.16,183.06,39.75,56.06,62.87,89.47,23.66,34.98,166.05,97.74,34.1,53.71,33.3,59.61,100.61,47.9,14.61,42.37,36.4,37.16,35.28,31.13,28.0,16.24,36.16,88.57,64.64,81.4,53.29,43.79,77.85,48.14,13.87,5.52,10.85,16.6,82.98,45.74,75.36,21.99,71.09,29.96
2011-02-09,70.66,45.72,51.49,72.63,358.16,64.42,64.07,38.26,27.97,65.08,49.33,59.36,166.01,78.32,42.66,56.73,21.31,35.05,19.05,185.3,39.7,56.2,63.15,90.78,23.53,34.69,164.65,96.24,33.13,53.83,33.32,59.17,99.79,47.86,14.64,41.11,36.93,37.17,35.1,31.24,27.35,16.09,37.14,89.63,64.39,82.27,53.1,43.55,77.9,48.94,13.91,5.49,10.89,16.43,82.55,45.11,75.93,22.04,71.87,29.91
2011-02-10,70.08,46.57,51.2,72.66,354.54,63.36,64.59,38.13,27.5,64.99,49.81,59.4,165.34,77.73,42.58,55.59,21.27,34.83,19.03,186.21,40.0,55.75,63.54,90.46,23.78,34.43,164.09,96.7,33.0,54.33,32.96,59.14,100.6,47.78,14.49,41.28,36.37,37.31,35.19,31.11,28.08,15.95,37.3,88.82,64.58,81.89,52.81,42.71,77.26,48.54,13.85,5.43,10.84,16.62,83.2,45.53,75.76,18.92,71.16,29.81
2011-02-11,71.58,46.75,51.08,72.14,356.85,63.87,65.23,37.75,27.25,65.85,49.31,60.17,166.66,78.92,42.58,55.69,21.33,34.9,18.83,189.25,41.22,55.94,63.57,91.8,24.0,33.85,163.85,96.45,33.76,54.58,33.03,58.82,103.54,47.98,14.77,41.63,36.54,37.48,35.62,30.66,27.97,16.38,37.69,90.05,64.73,81.69,53.09,42.93,77.45,48.64,13.97,5.46,10.97,16.85,82.82,46.57,76.14,18.7,70.51,29.56
2011-02-14,73.77,46.52,50.86,72.26,359.18,63.34,65.56,38.24,27.23,65.06,48.97,60.19,167.52,79.01,42.17,54.8,21.5,35.0,19.05,190.42,41.0,55.88,63.14,91.9,23.87,33.84,163.22,96.95,33.87,54.52,32.77,58.8,103.26,47.86,14.89,41.3,36.25,37.58,35.83,30.49,29.08,16.09,37.72,92.81,64.54,80.92,53.48,43.8,76.87,48.31,14.09,5.57,11.03,16.89,84.91,46.54,76.24,18.81,68.7,29.35
2011-02-15,73.5,46.19,50.79,71.4,359.9,64.35,64.76,38.27,26.96,64.96,48.42,59.3,167.91,78.24,42.34,54.95,21.46,34.67,19.05,189.03,41.46,55.86,63.19,92.0,24.16,34.49,162.84,96.34,33.68,54.11,32.98,58.71,103.0,46.97,14.77,41.05,36.69,37.69,35.97,30.67,28.45,16.1,37.42,92.97,63.92,81.48,53.0,43.99,77.62,47.99,13.91,5.52,11.07,17.2,82.97,46.82,76.15,18.67,69.14,29.34
2011-02-16,74.95,46.86,50.94,72.48,363.13,63.96,65.23,38.39,27.02,65.06,49.25,60.45,168.81,78.54,42.19,54.55,21.44,35.82,19.28,186.62,41.4,56.24,63.4,92.33,25.13,34.95,163.4,96.66,33.3,54.67,32.71,59.05,103.55,47.41,14.84,41.28,37.3,37.86,36.05,30.8,29.18,16.05,36.76,93.68,63.76,81.28,52.93,44.25,77.05,48.99,15.56,5.59,11.37,17.76,83.69,47.94,76.02,18.58,68.54,29.49
2011-02-17,75.52,45.78,51.5,72.24,358.3,64.7,64.34,38.55,27.21,65.37,49.48,60.56,167.16,78.4,42.61,54.75,21.52,36.34,19.37,187.76,40.96,57.09,64.55,92.73,25.22,34.97,164.24,97.17,32.95,55.59,32.76,59.46,103.36,49.29,14.81,42.06,37.68,38.18,36.48,30.84,30.29,15.97,37.46,93.45,64.0,81.9,53.0,44.37,77.3,48.62,15.34,5.64,11.37,17.77,83.88,47.82,75.98,18.68,68.9,29.77
2011-02-18,76.62,45.53,52.16,73.04,350.56,63.41,63.64,39.15,27.06,65.66,49.41,60.31,168.04,78.42,42.74,55.38,21.44,36.41,19.19,186.5,40.92,57.31,64.55,92.96,25.67,34.75,164.84,98.72,32.64,55.98,33.06,59.74,105.86,49.22,14.75,41.51,38.18,38.48,36.23,30.91,29.42,15.77,37.62,93.2,64.3,81.81,53.01,44.49,78.11,48.67,15.43,5.61,11.32,17.66,84.5,48.0,76.13,18.85,69.11,29.91
2011-02-22,76.61,44.29,51.39,70.93,338.61,63.15,61.64,38.07,26.59,65.06,47.85,59.24,162.94,78.6,42.18,53.67,20.82,36.16,18.89,180.42,39.03,56.94,63.76,92.0,25.13,33.58,161.95,100.32,31.38,54.38,32.7,58.29,102.01,47.95,14.18,40.07,37.7,38.09,35.75,31.47,28.17,15.23,36.78,90.69,64.07,80.18,53.19,42.79,76.22,48.23,15.15,5.42,10.87,16.91,85.44,46.01,75.7,18.59,67.56,29.77
2011-02-23,78.57,43.44,50.83,70.23,342.62,62.93,60.54,38.22,26.59,65.21,46.87,59.11,163.09,78.37,41.23,53.03,20.37,35.83,18.76,176.68,38.3,57.26,63.91,90.26,24.88,33.87,160.18,102.27,31.5,53.71,32.24,59.17,100.02,47.8,14.17,40.0,37.51,37.3,35.4,31.68,27.75,14.86,36.26,90.17,64.15,80.14,53.46,42.68,75.45,43.59,15.11,5.39,10.68,16.58,87.07,45.96,75.19,18.4,66.92,29.89
2011-02-24,77.28,43.56,50.89,70.76,342.88,63.03,60.03,38.13,26.77,64.82,46.85,59.26,163.44,77.66,41.32,52.09,20.58,35.74,18.9,177.75,38.47,54.85,63.88,90.03,24.94,34.15,160.77,102.03,31.44,53.04,32.51,59.8,100.57,47.65,13.97,40.43,37.42,37.14,35.43,31.78,26.8,14.7,36.36,90.1,63.05,80.22,53.1,42.65,76.11,42.17,15.05,5.42,10.61,16.37,85.97,45.91,75.21,18.36,67.0,29.81
2011-02-25,77.28,43.53,51.24,72.3,348.16,63.6,61.15,38.28,26.55,65.08,47.47,59.69,165.12,78.12,41.97,51.75,20.82,36.48,18.86,177.24,39.31,55.25,64.31,90.25,25.26,34.18,162.28,102.1,32.4,54.07,32.94,60.28,102.0,47.89,14.2,38.54,37.9,37.08,35.62,31.71,28.56,15.07,36.98,91.75,62.84,80.11,53.15,43.37,75.94,42.68,15.13,5.5,10.72,16.5,85.34,46.68,74.44,18.64,66.49,30.2
2011-02-28,77.87,43.57,51.21,72.01,353.21,63.42,61.98,38.61,26.58,65.9,47.83,60.4,163.78,78.52,43.34,51.98,20.92,36.84,19.24,173.29,39.21,56.27,63.92,92.23,25.76,34.58,161.88,103.75,32.26,54.87,33.06,61.3,102.93,48.28,14.29,37.06,38.2,37.47,35.61,31.84,28.18,15.05,36.85,93.3,63.05,79.16,53.56,43.69,76.12,43.63,15.83,5.53,10.75,16.4,85.53,46.69,75.68,18.56,66.68,30.24
2011-03-01,77.83,43.15,50.6,70.12,349.31,63.21,59.94,38.16,26.16,65.47,46.5,59.83,161.31,77.64,42.72,52.07,20.25,36.27,19.14,169.44,37.94,57.05,64.91,90.46,25.28,35.22,159.97,102.9,31.65,53.22,33.1,59.55,99.86,47.69,13.93,36.7,37.59,36.76,35.0,31.55,26.98,14.66,36.05,92.84,62.74,79.12,52.99,43.5,75.07,42.91,15.4,5.6,10.62,16.1,84.8,45.6,74.89,18.56,65.86,30.06
2011-03-02,78.25,43.02,51.02,69.57,352.12,62.94,59.8,38.06,26.08,64.45,46.86,60.44,161.69,77.3,41.84,51.97,20.32,36.19,19.19,172.02,38.03,57.45,64.43,91.32,25.07,35.46,160.16,103.47,31.55,53.06,32.76,60.07,100.97,47.71,13.83,37.3,37.24,36.66,36.14,31.49,26.9,14.66,36.46,91.53,62.41,79.46,53.17,43.17,75.11,43.24,15.44,5.5,10.54,16.63,85.08,45.21,74.69,18.5,66.44,30.14
2011-03-03,79.55,44.3,52.09,71.71,359.56,63.75,61.06,38.4,26.2,65.23,48.68,61.67,164.49,78.07,42.53,52.01,20.75,36.36,19.77,172.79,38.73,57.17,65.57,92.81,25.77,36.2,163.48,104.19,32.41,54.55,33.47,61.47,104.25,47.65,14.27,37.51,37.92,37.55,36.56,31.81,28.98,14.76,37.14,92.19,62.55,80.78,53.97,43.79,77.66,43.2,15.73,5.52,10.67,16.86,85.82,46.08,76.24,18.53,67.51,30.47
2011-03-04,79.98,43.72,51.72,71.8,360.0,63.4,61.31,38.48,25.95,64.77,48.06,61.45,161.0,77.5,42.23,52.07,20.37,35.95,19.66,171.67,38.0,57.06,65.21,92.19,25.55,35.54,161.83,103.75,31.91,53.87,33.01,61.59,103.04,47.54,14.12,37.39,37.25,37.22,36.27,31.58,28.67,14.42,36.34,90.99,62.03,79.85,54.33,43.0,76.32,42.61,15.6,5.46,10.49,17.08,85.08,45.52,76.03,18.4,66.69,30.6
2011-03-07,79.2,43.71,51.09,70.88,355.36,63.47,60.86,38.23,25.72,64.29,47.03,61.03,159.15,77.54,41.85,52.02,20.38,35.16,19.61,169.08,37.95,56.19,65.22,92.4,25.42,35.31,159.93,103.01,31.72,53.26,32.83,60.79,102.13,46.5,14.03,37.1,36.78,36.87,35.48,31.33,27.83,14.01,35.88,89.02,61.71,79.3,54.17,41.6,75.45,41.98,15.39,5.37,10.39,16.7,84.72,45.19,76.29,18.2,65.79,30.4
2011-03-08,78.32,45.24,52.21,72.04,355.76,63.79,60.86,38.16,25.91,64.6,48.46,60.14,161.3,78.19,42.39,52.44,20.63,35.32,19.68,166.89,38.96,55.48,65.64,93.75,25.56,35.15,162.28,103.77,32.51,54.26,33.36,60.56,104.13,46.75,14.69,37.31,36.43,37.04,35.86,31.45,27.19,14.47,36.1,89.99,62.05,80.27,54.54,41.77,76.56,42.4,15.53,5.37,10.57,16.94,84.6,46.4,75.54,18.22,66.89,30.42
2011-03-09,78.04,45.05,52.51,72.09,352.47,64.65,63.09,38.58,25.89,64.75,48.36,59.71,162.35,79.0,42.61,52.67,20.63,34.99,19.66,169.05,39.21,55.11,65.62,93.17,25.31,35.12,165.86,102.14,32.8,53.71,34.07,60.11,102.36,46.36,14.59,37.11,36.53,37.67,34.74,31.67,27.71,14.29,35.62,89.54,62.0,80.48,54.9,41.46,76.98,42.05,15.43,5.38,10.48,17.65,84.38,46.56,75.78,18.12,67.3,30.66
2011-03-10,75.18,44.02,51.89,71.29,346.67,64.43,63.74,38.4,25.41,64.88,47.48,59.47,160.27,78.98,41.96,52.65,20.1,34.26,19.36,166.14,38.49,54.66,65.29,90.01,24.72,35.0,162.02,99.08,32.06,52.59,34.03,58.49,98.39,46.03,14.26,36.48,35.69,37.07,34.25,31.5,26.32,14.06,35.21,87.52,61.49,79.04,54.9,40.73,75.35,41.48,15.24,5.24,10.33,17.06,81.38,45.53,76.68,17.92,66.31,30.42
2011-03-11,76.3,44.28,52.13,71.64,351.99,64.65,64.39,38.74,25.68,64.65,47.85,59.07,160.68,79.18,41.93,52.59,20.36,33.45,19.47,168.07,38.15,54.83,64.81,91.61,24.95,34.53,162.43,99.93,32.38,52.9,34.0,58.83,100.02,45.52,14.38,37.35,36.33,37.14,34.39,31.7,27.98,14.36,35.43,85.65,61.49,80.47,55.04,39.74,76.13,41.73,15.28,5.1,10.4,17.42,82.12,45.74,76.73,17.95,66.1,30.37
2011-03-14,75.84,43.91,51.54,70.74,353.56,64.14,63.65,38.58,25.69,64.37,47.2,58.79,158.43,78.27,41.59,52.32,19.92,31.08,19.81,166.73,37.93,54.2,63.94,91.02,24.49,34.1,161.39,100.8,32.1,53.02,33.52,58.53,102.1,43.61,14.23,37.5,36.28,36.68,34.56,31.36,28.89,14.3,35.06,81.73,61.35,80.47,54.54,38.17,75.48,41.49,14.97,4.88,10.33,17.31,82.38,45.3,75.67,17.85,66.32,30.26
2011-03-15,74.98,43.64,51.05,69.69,345.43,63.01,63.98,37.61,25.39,63.77,47.83,56.55,157.25,77.27,41.07,52.06,19.61,30.9,19.76,165.08,37.44,53.67,63.03,89.5,24.16,32.93,159.02,101.23,32.27,52.4,33.13,56.97,100.75,45.73,13.96,36.78,35.79,36.29,33.9,31.13,27.91,14.67,34.91,81.39,60.66,79.68,54.07,39.03,74.83,40.93,14.7,4.83,10.18,16.33,81.39,44.61,75.12,17.39,66.13,29.6
2011-03-16,73.74,42.36,49.77,67.69,330.01,62.31,63.59,36.6,24.79,63.26,47.17,54.74,154.38,76.66,40.61,51.38,18.95,29.88,19.3,164.7,36.98,52.75,61.6,87.55,23.44,32.01,153.0,99.51,31.23,51.53,32.88,55.01,100.4,42.69,13.69,35.59,35.03,35.68,32.79,30.85,27.44,14.18,34.34,80.41,59.73,78.41,53.65,37.35,73.75,40.14,14.23,4.53,9.87,15.91,79.31,43.81,73.38,17.05,64.94,29.07
2011-03-17,76.72,43.42,49.93,68.3,334.64,63.08,64.02,37.34,24.78,63.79,47.21,55.97,155.75,76.7,41.17,51.37,19.22,31.4,19.88,160.97,37.13,53.79,62.28,88.69,24.08,33.06,154.18,102.24,31.36,52.33,32.98,57.02,103.12,43.85,13.98,35.7,35.07,35.76,33.07,30.76,27.91,14.26,34.84,82.06,60.43,80.41,53.45,38.86,73.96,41.43,14.11,4.66,10.14,15.86,81.16,44.56,73.4,17.0,66.46,29.48
2011-03-18,75.35,44.17,49.73,69.1,330.67,63.24,64.78,37.34,24.8,64.29,47.81,57.58,159.96,76.95,40.91,51.52,19.25,31.54,20.18,161.82,37.97,53.69,62.7,88.98,23.86,33.37,155.89,102.8,31.83,52.99,33.61,57.58,105.06,44.92,14.04,34.95,34.72,36.0,33.36,30.99,27.34,14.49,34.97,81.56,60.6,80.53,54.17,39.42,74.38,41.32,14.51,4.75,10.12,16.03,80.85,45.74,72.99,17.14,66.95,29.98
2011-03-21,77.55,44.32,50.42,71.2,339.3,64.1,66.79,37.81,25.33,65.18,49.4,58.49,160.21,78.41,41.97,51.92,19.72,32.42,19.98,164.52,38.62,54.39,63.57,90.95,24.17,34.0,157.68,105.19,31.88,53.83,33.73,59.11,107.59,45.66,14.05,37.03,35.46,36.43,33.68,30.89,28.3,14.59,35.14,83.75,61.3,81.23,54.1,39.94,75.71,41.77,14.71,4.79,10.25,16.29,82.84,45.63,73.76,17.39,68.22,30.57
